id,Price,Usage
17928,8599000,Private
2344,9546000,Private
22065,9762000,Public
28326,4200000,Private
3928,5846000,Public
5685,15500000,Private
16114,16000000,Public
30758,6000000,Private
28159,13500000,Private
3193,7128000,Private
9138,2302000,Public
16083,7500000,Private
25629,18600000,Private
10305,8000000,Private
17731,6968000,Public
5568,16000000,Private
8517,12600000,Public
21662,6466000,Private
31100,7900000,Private
27174,5826000,Private
2129,14600000,Public
11846,6400000,Private
25368,4600000,Public
11423,32100000,Private
3876,6188000,Public
29227,4805000,Private
7303,8500000,Public
2900,3945000,Private
573,9400000,Private
26219,9221000,Private
11177,23000000,Private
27000,6800000,Public
6745,29000000,Public
18131,8600000,Public
2730,2950000,Private
20650,7456999,Public
23421,11000000,Public
13906,55000000,Public
5394,5700000,Private
2497,4200000,Public
11830,8000000,Private
4410,4492000,Public
2973,10300000,Public
15001,15000000,Private
29416,2500000,Private
12295,19500000,Public
13360,4099000,Public
843,7530000,Private
24372,5750000,Public
27152,7200000,Private
7204,12500000,Public
23476,9574000,Public
3732,6300000,Private
32335,3682000,Private
1346,11500000,Private
16649,37500000,Public
29479,2800000,Private
1791,3900000,Private
23785,18500000,Private
14189,10000000,Public
30715,3200000,Private
17008,8200000,Public
26902,2200000,Public
11742,15200000,Public
1197,10500000,Public
5853,3800000,Private
15800,5300000,Public
11775,10500000,Public
29322,6848000,Private
8344,18000000,Public
2505,2630000,Private
31128,14100000,Private
9674,3600000,Private
4093,4115999,Public
26384,17900000,Public
23734,25000000,Public
4220,7600000,Public
32802,5330000,Public
21808,5050000,Public
29180,2804000,Public
19834,6500000,Private
31356,5900000,Public
26590,3574000,Private
26442,11200000,Public
28959,9500000,Public
31706,4222000,Private
13253,50000000,Private
25466,5400000,Public
4199,2400000,Private
14658,4500000,Public
23543,8173000,Private
27673,2600000,Public
13115,23500000,Private
5771,3700000,Public
3905,4680000,Private
14019,8600000,Public
31829,28600000,Public
23672,14000000,Private
21234,6000000,Private
25687,10900000,Public
26743,2604000,Public
30348,3571000,Public
25116,5223000,Private
13581,3100000,Private
11770,10500000,Public
6039,4500000,Public
1866,8250000,Private
3208,4840000,Public
28729,10400000,Private
21974,40400000,Private
9162,2800000,Private
10329,11500000,Private
26305,13200000,Public
4120,61100000,Public
16272,4000000,Private
19110,8400000,Public
19987,3900000,Private
11259,4800000,Public
9149,2100000,Public
3874,8424000,Private
5478,2200000,Public
31875,2524000,Public
27627,3000000,Private
1441,6500000,Private
7949,65000000,Public
21564,6800000,Public
13808,3800000,Private
4707,7000000,Private
2764,26000000,Public
11086,3600000,Private
8980,2086000,Public
9384,4551000,Private
29513,5796000,Public
15615,11000000,Public
15650,3872999,Private
3910,4694000,Public
17534,27000000,Private
21479,5380000,Public
29087,5500000,Private
27137,14900000,Private
15469,7000000,Private
23127,72000000,Private
10501,2700000,Private
19739,33500000,Private
4181,5700000,Public
1981,24700000,Private
14018,9000000,Public
12302,6800000,Public
18975,4660000,Private
10299,32500000,Public
27913,2400000,Private
19443,4500000,Public
9267,3034000,Private
11315,3310000,Public
24592,8400000,Private
27545,11100000,Private
1815,12000000,Public
2140,3400000,Private
11368,5500000,Public
17744,9000000,Public
27265,5000000,Private
25125,2800000,Public
8072,16700000,Private
11229,9250000,Public
7420,14800000,Private
4982,4100000,Public
15393,13000000,Public
31735,3746000,Public
21218,25700000,Public
21843,11800000,Public
15999,3500000,Public
4981,4549000,Private
16192,14500000,Private
12669,9000000,Private
19548,2962000,Public
23617,5566000,Public
7405,18500000,Public
17583,3188000,Public
26563,3500000,Private
23769,10000000,Private
29677,4500000,Public
9598,2950000,Private
19940,3500000,Public
32949,6328000,Public
8248,4800000,Private
9502,6000000,Private
24101,5584000,Private
11993,60000000,Public
9558,2650000,Public
5384,2500000,Public
28612,4700000,Public
14131,3200000,Private
12830,14500000,Private
2649,7686000,Public
16697,18000000,Public
7667,16500000,Private
14773,72500000,Public
32648,8265000,Private
22442,8737000,Public
31924,7723000,Public
29601,3800000,Private
16341,16600000,Private
18622,10600000,Private
7417,22799999,Public
31991,2800000,Public
21490,5148000,Private
30029,9200000,Public
21505,4938000,Public
5504,4300000,Public
15375,5400000,Public
17944,4400000,Private
8763,2200000,Public
18405,3500000,Public
6427,4700000,Public
12383,5000000,Private
22944,7500000,Public
14848,13000000,Private
30421,21000000,Public
32480,3163000,Private
32660,9790000,Private
30967,6300000,Private
29778,5500000,Public
28596,12600000,Private
20134,6000000,Private
29861,6219000,Private
11453,16500000,Private
24044,4600000,Private
20546,4956000,Private
14695,23200000,Public
31031,4431000,Private
196,11000000,Public
14307,8000000,Public
17169,8900000,Private
11511,11100000,Private
26915,2000000,Public
20016,12500000,Private
29553,9900000,Private
21108,9610000,Public
23232,4700000,Public
3202,3332000,Public
926,6700000,Public
30580,2600000,Public
8214,19000000,Private
7094,2400000,Public
8413,20000000,Public
6813,15500000,Private
21756,20099999,Private
14617,2300000,Private
3517,7630000,Public
17561,13000000,Private
7976,25000000,Private
14797,27500000,Private
9188,2910000,Public
15993,37600000,Private
10873,17000000,Private
9527,2500000,Private
29185,6000000,Private
30542,5900000,Private
14777,5800000,Public
23847,9361000,Private
20856,7423000,Private
18347,7900000,Public
5117,3000000,Private
18561,6242000,Public
24898,7593000,Private
2457,5400000,Public
29249,7275000,Public
14442,2500000,Private
25434,4494000,Private
3660,4760000,Private
13062,4000000,Private
27030,3499000,Private
6216,13500000,Public
7049,4500000,Public
6708,4500000,Private
13291,16000000,Public
19386,21000000,Private
14921,3800000,Public
1588,6648999,Public
31906,10000000,Public
2001,4079999,Public
12739,3600000,Public
12630,6000000,Public
16096,17500000,Public
17703,2650000,Private
3427,96900000,Public
7558,15000000,Private
20455,5961000,Private
2213,2789000,Public
6000,15500000,Public
22566,4400000,Private
32379,7976000,Private
19943,7500000,Public
27658,2000000,Public
9538,2330000,Private
10134,15500000,Private
31457,82500000,Private
9539,2871000,Private
2867,4659000,Public
12636,9500000,Private
28252,5500000,Private
22667,21800000,Public
3056,3790999,Public
7554,21000000,Private
29190,2322000,Private
32201,8164000,Public
3829,30700000,Private
15645,7700000,Public
7090,3300000,Private
21696,3735000,Public
18493,3849000,Private
22033,8370999,Private
23504,8411000,Private
28558,3500000,Public
26817,8500000,Private
6223,16000000,Private
216,10200000,Public
5532,3800000,Private
32495,2633000,Public
29418,4250000,Private
24205,3425000,Private
19893,9500000,Private
32425,50300000,Public
19083,8900000,Public
13432,16500000,Private
14811,19900000,Public
28842,35000000,Public
26605,3636000,Public
17654,7700000,Private
20572,18000000,Public
12283,12000000,Private
1456,3180000,Public
22753,3779999,Public
24645,6015000,Private
26327,9100000,Private
5679,16000000,Public
4254,5500000,Private
11225,9750000,Public
16444,4800000,Private
11857,8000000,Public
9276,2242000,Public
22179,8700000,Public
23601,7234999,Private
2638,5955000,Public
24056,14400000,Private
10906,5500000,Public
14756,10000000,Public
369,2089999,Private
2536,11600000,Public
18434,7500000,Private
19990,4367000,Private
12522,2300000,Private
13634,10500000,Public
19172,8400000,Private
15381,2600000,Private
22197,11500000,Private
15518,16600000,Private
8317,13000000,Private
12325,4900000,Public
25167,4916000,Private
17365,9990000,Private
6836,21000000,Public
32467,3016000,Public
17203,25000000,Public
1227,3100000,Private
31227,3564000,Public
13488,44500000,Private
15917,4004999,Public
17927,8600000,Private
30712,7000000,Public
21462,7467000,Public
27789,7250000,Private
21104,6138000,Private
17220,5200000,Private
16660,11000000,Private
27440,3600000,Private
5732,19800000,Private
19617,3900000,Private
8054,7500000,Private
22929,12700000,Public
31137,2800000,Private
15546,2100000,Private
13024,12600000,Private
27330,4600000,Public
6529,2400000,Private
9440,4700000,Private
16408,4700000,Public
12623,5300000,Private
28132,2100000,Private
12324,6800000,Public
24037,14300000,Public
9006,2336000,Public
10688,5300000,Private
28439,4200000,Public
18856,3375000,Private
10045,8000000,Private
30195,2600000,Public
22862,5401000,Public
24825,8081999,Public
8866,2875000,Public
83,20000000,Public
26142,7448000,Public
2879,6700000,Public
29360,4100000,Public
21464,3800000,Private
25681,12600000,Public
22727,11500000,Public
14223,17500000,Private
9303,2100000,Public
32624,3724000,Private
30950,3996000,Private
31472,5044000,Public
16404,5100000,Private
19821,4250000,Public
31820,6100000,Private
16505,8800000,Private
5040,15400000,Public
22172,45700000,Private
15759,3900000,Public
19605,29700000,Public
20179,5700000,Public
32499,6500000,Private
8857,2300000,Public
2842,9226000,Private
21307,5550000,Public
25778,2899000,Public
1684,10000000,Private
26187,3135000,Public
2903,3974000,Private
12587,8500000,Private
18011,8100000,Private
9875,3667000,Private
24600,8400000,Public
17664,11000000,Public
29377,11000000,Public
3154,17900000,Private
11816,65000000,Private
23458,7020000,Public
3230,31500000,Public
13325,22000000,Private
24717,8400000,Private
32488,4872000,Public
2960,5737000,Public
23445,16900000,Public
274,6662000,Public
8500,11500000,Public
11701,4500000,Private
13867,11000000,Public
18912,10600000,Private
30197,2600000,Private
7261,3600000,Public
5121,35000000,Private
27047,5124000,Public
9153,2254000,Public
18034,8200000,Private
17060,13000000,Public
18878,17500000,Public
18472,19800000,Private
4737,4485000,Public
31366,5764000,Private
32212,6502000,Private
4343,5200000,Public
5838,3099000,Private
15852,29900000,Private
217,8473000,Public
31758,11100000,Private
15609,5800000,Private
32057,5365000,Public
23222,6250000,Public
2974,2899000,Private
31013,6618000,Private
23943,7114000,Private
11405,62000000,Private
18954,7753000,Private
24429,4163000,Private
15215,8381999,Public
31200,6555000,Private
27686,4000000,Public
18247,5000000,Private
9584,2250000,Public
19384,6500000,Private
16976,13000000,Public
31834,2620000,Private
27850,6322000,Public
499,4455000,Public
16298,22000000,Private
13756,9300000,Private
18106,6583000,Public
14647,2600000,Public
15105,5000000,Public
18962,6741000,Public
18254,14000000,Public
10927,6500000,Private
32174,6484000,Private
15137,3100000,Private
5081,2500000,Public
12609,7900000,Private
4738,11900000,Private
1288,10400000,Private
13754,6700000,Public
8480,140000000,Private
22274,4671000,Private
28601,2900000,Public
8030,6500000,Private
17287,12500000,Public
29683,6360000,Public
22142,8365000,Public
23685,3650000,Public
2265,8200000,Public
6442,2100000,Public
5763,5000000,Private
1496,13200000,Public
345,13000000,Public
30913,4000000,Private
30563,2200000,Public
15809,4600000,Private
2095,3499000,Public
18747,3800000,Private
24922,7840000,Private
16178,14500000,Public
19088,10500000,Public
10311,106000000,Private
5987,2700000,Private
12821,6700000,Public
16813,28800000,Public
2541,34200000,Public
31299,85300000,Private
8873,2400000,Private
2286,7500000,Private
30875,8970000,Public
6736,22500000,Public
31468,4942000,Public
2532,6995999,Public
20272,6797000,Private
9226,2819000,Public
9328,2242000,Private
1731,23100000,Public
17963,4760000,Private
1698,4872000,Public
32042,5455000,Public
31756,2912000,Public
16466,9000000,Private
2707,3500000,Private
8439,32500000,Private
24562,2848000,Private
10356,4500000,Public
25332,5900000,Public
26085,4810000,Public
23261,4806000,Public
14640,3800000,Private
22773,5089000,Public
26351,13000000,Private
29073,9000000,Private
1331,10500000,Private
24869,4000000,Public
2949,9068000,Public
31535,72600000,Public
7922,7500000,Public
26521,2100000,Private
16758,49000000,Public
17971,4641000,Private
17555,25800000,Public
7336,3300000,Public
7161,2655000,Public
12266,13500000,Public
9845,7500000,Private
2518,2751000,Private
1278,11299999,Private
22376,48600000,Private
26270,23500000,Public
17895,3148000,Public
21362,14600000,Public
10175,17100000,Public
18441,12300000,Private
2208,2797000,Public
17389,9774000,Public
30659,6000000,Private
10035,28000000,Private
26712,4348000,Public
3268,4237000,Private
16415,7500000,Public
20487,5306000,Public
20326,7506999,Private
20522,13700000,Private
29223,5792000,Public
1337,30000000,Private
3122,4325000,Private
27406,4435000,Private
25909,10800000,Private
23727,7100000,Private
15259,9500000,Public
28685,4400000,Private
27403,5455000,Private
14416,27000000,Public
25660,11000000,Public
21599,12400000,Private
25726,2300000,Private
25404,19000000,Private
24688,4240000,Private
24556,4237000,Private
14919,9800000,Public
6014,19500000,Public
22849,6175000,Public
11813,8500000,Public
2874,3881000,Public
4636,27000000,Private
3949,5557000,Public
388,3627000,Private
18007,4641000,Public
24036,13000000,Private
2554,10600000,Private
19228,5600000,Private
22333,11700000,Public
16287,11800000,Public
24038,14300000,Public
17098,18000000,Public
21422,5228000,Public
2222,26400000,Public
2361,3711999,Public
18505,3740000,Private
30691,4500000,Private
13781,13899999,Private
31029,7800000,Private
31300,85300000,Public
22732,10800000,Public
28631,3000000,Private
12351,92400000,Public
1143,4534000,Private
13827,4600000,Public
17291,17000000,Public
11512,10500000,Public
21705,4400000,Private
21624,5800000,Public
9660,9000000,Public
15676,7500000,Public
28014,4000000,Public
16638,4200000,Public
7916,170000000,Public
26625,4039000,Public
21724,11500000,Public
3108,5050000,Public
8487,28000000,Public
2635,48600000,Public
15594,2550000,Private
3160,16700000,Public
7628,27000000,Public
15948,3200000,Private
21345,40000000,Private
13677,2999000,Private
14668,47600000,Public
13729,11700000,Private
12568,20099999,Private
25696,12800000,Private
21306,4495000,Public
25757,2899000,Private
4219,6266000,Private
8354,160000000,Private
15370,7800000,Private
30760,8700000,Public
222,3013000,Private
18229,3200000,Private
27283,4800000,Private
23837,8395000,Public
17545,8400000,Private
11361,16000000,Private
25025,11700000,Public
6650,3200000,Public
11127,18000000,Private
27365,2260000,Public
12335,60000000,Private
29834,4600000,Private
6872,5200000,Private
14204,9500000,Public
14180,34500000,Private
5115,7500000,Public
12353,139500000,Private
1243,5775000,Private
5183,18000000,Private
32362,7755000,Private
32537,4700000,Public
31737,4380000,Private
21258,7900000,Public
15350,8016000,Private
13088,41500000,Private
3525,5200000,Public
22468,9960000,Public
18829,12600000,Private
10427,2418000,Private
12113,2800000,Private
6902,19500000,Private
7318,6500000,Private
10936,4800000,Public
31788,6122000,Public
1616,2950000,Private
16054,27900000,Private
29191,2804000,Public
19047,7755000,Public
19908,6500000,Public
20160,4500000,Private
8651,3500000,Public
18973,12600000,Private
13544,27500000,Private
2885,3789000,Public
1255,4994000,Public
24656,2848000,Public
14573,36100000,Private
22589,6185000,Public
4756,36000000,Private
25087,4144000,Public
23081,14200000,Private
21336,9100000,Private
30865,6700000,Private
23246,3150000,Public
1247,13200000,Private
3662,4200000,Private
408,5015000,Public
10545,15500000,Public
26597,2467000,Public
32843,10000000,Private
12160,11000000,Public
19479,17500000,Private
6965,7200000,Private
7221,18000000,Private
1923,3321000,Private
23076,10400000,Private
22098,9658000,Public
9507,5500000,Public
8237,13500000,Public
27568,6500000,Public
16541,8400000,Private
14938,4052000,Public
4813,7406999,Private
7486,3700000,Private
11420,13000000,Private
6024,19500000,Private
5148,3199000,Private
30483,3180000,Public
14888,16200000,Public
10811,12000000,Public
3096,16500000,Public
27277,2500000,Public
20970,7026000,Private
17843,6500000,Private
21814,4000000,Public
21898,7293000,Public
20730,2862000,Public
32181,4788000,Public
21760,7650000,Public
5354,12000000,Private
23987,10200000,Private
27412,9595000,Private
2540,17900000,Public
32156,10100000,Private
20294,7105000,Private
17505,9700000,Public
15477,2600000,Public
19294,11100000,Public
12956,19700000,Public
17552,7500000,Public
25240,5803000,Private
18390,8014000,Private
19598,15000000,Private
32770,3500000,Private
29624,12400000,Private
10018,12500000,Public
31302,85300000,Private
30129,8200000,Public
32568,11000000,Private
5001,14000000,Private
8612,2300000,Private
3789,2470000,Private
16384,13100000,Public
17757,7000000,Public
4341,5200000,Private
13208,21500000,Public
2858,9845000,Private
19806,8300000,Public
28354,5500000,Public
13424,3446000,Public
8880,2400000,Public
3639,6300000,Private
12085,11200000,Public
21440,14700000,Private
12983,16000000,Public
16439,7500000,Private
24256,7400000,Public
24715,13300000,Public
16467,9000000,Private
16296,18000000,Public
31717,5500000,Private
9176,2086000,Public
25926,7262000,Public
2201,3924000,Private
10643,6900000,Private
4850,2257000,Public
12898,12500000,Public
6663,8800000,Public
13529,4000000,Private
15854,12200000,Public
866,8043000,Public
3386,5600000,Public
9398,2500000,Private
30465,6700000,Public
2034,20000000,Public
22163,6400000,Public
24511,7359999,Public
25983,2940000,Public
28210,3100000,Private
26787,11000000,Public
17917,10000000,Private
9154,2800000,Public
8332,18500000,Private
2868,4699000,Private
4335,5200000,Public
16426,5400000,Private
18132,9000000,Private
22035,5868000,Private
16664,29000000,Private
28572,3500000,Private
10911,360000000,Private
12571,2596000,Private
25205,3427000,Public
23107,75200000,Private
14311,12200000,Private
27124,13000000,Private
9653,4000000,Private
2388,5000000,Public
14194,27900000,Private
4296,7109999,Public
831,4011999,Public
16795,8064000,Private
27823,2600000,Private
32316,3256000,Public
19315,3732000,Public
4645,4276000,Private
26075,10500000,Public
7301,15500000,Private
29660,4223000,Private
12978,11500000,Public
28720,3900000,Public
29860,2500000,Public
29017,12500000,Public
8765,2800000,Public
15044,8413000,Public
29048,9307000,Private
4772,12000000,Private
24539,3080000,Private
23612,9025000,Private
30162,5200000,Private
32209,9996000,Public
13559,10600000,Public
25347,3300000,Public
11997,15500000,Private
8364,6450000,Public
25854,10300000,Public
9646,6498999,Public
20641,3010000,Public
31224,5217000,Public
20853,4400000,Private
25468,4133000,Private
11655,15500000,Public
23469,190000000,Public
19135,8200000,Private
20687,4455000,Private
25754,17500000,Public
16066,16500000,Public
19437,9400000,Public
813,3300000,Private
21426,9300000,Public
15542,2500000,Private
23184,4700000,Private
18111,14500000,Public
10879,12300000,Private
24779,5472000,Public
1516,4420000,Private
16085,7500000,Public
30188,3700000,Private
7478,55000000,Private
10941,70000000,Private
20778,4097000,Public
15817,16800000,Public
24572,18500000,Private
21206,7200000,Public
4989,3486000,Public
9309,2073999,Public
12240,5200000,Private
16726,10000000,Public
17361,8200000,Public
29412,2617000,Public
22401,3400000,Public
7901,12000000,Public
27757,4500000,Private
12554,22500000,Private
6308,13500000,Private
1291,5700000,Public
29372,2550000,Public
9809,170000000,Public
6052,3900000,Private
11902,4500000,Private
27269,2000000,Private
18371,10200000,Public
14538,19000000,Public
6463,27500000,Private
19179,6000000,Private
10536,22500000,Private
9722,6500000,Public
3510,5860000,Public
28473,5200000,Private
30043,2827000,Public
19640,5242000,Public
27180,11000000,Private
21149,8019000,Private
16186,6500000,Private
8292,16000000,Private
9192,2165000,Private
20018,42000000,Public
21849,11500000,Public
3834,7844000,Public
21524,15000000,Public
8057,30000000,Public
9607,2236000,Public
13972,8200000,Private
15568,8975000,Public
15418,5700000,Public
26791,8100000,Public
21402,5100000,Public
23100,69900000,Public
1109,4942000,Private
28171,2700000,Private
1023,19000000,Private
26626,4035000,Private
7680,3100000,Private
14065,22500000,Private
26138,7433000,Private
12346,9377000,Public
6081,2600000,Public
18006,4641000,Private
12129,3850000,Private
8135,350000000,Private
19460,11500000,Public
3806,30700000,Private
11495,2300000,Private
16394,17300000,Private
31005,4500000,Public
24278,6200000,Private
26002,6174000,Public
19153,8200000,Public
21040,6400000,Public
14950,7300000,Public
9396,3500000,Private
5865,4599000,Public
30091,5700000,Private
20993,5674000,Public
18365,9026000,Public
10824,4700000,Private
3226,7051000,Private
11235,9500000,Private
5327,18500000,Private
821,4733000,Public
27830,23500000,Private
28186,3800000,Private
3929,6909999,Private
8184,17500000,Public
11253,4600000,Private
22716,6400000,Private
29356,6225000,Public
3847,4609000,Public
23880,16000000,Public
28054,6285000,Public
10099,5600000,Private
10038,17000000,Public
8285,14000000,Public
1660,4768000,Private
27986,10400000,Public
23235,6250000,Public
28664,2400000,Private
30893,85300000,Public
6632,20500000,Public
9189,2236000,Private
13510,13500000,Public
9240,3057000,Public
32068,2147000,Private
10735,11200000,Private
5034,10500000,Private
22471,7792000,Public
505,6265000,Public
25463,4050000,Public
32013,6007000,Private
25131,4237000,Public
10493,11000000,Public
17003,15500000,Public
1090,3885000,Private
9194,2350000,Public
19573,4641000,Private
11252,4700000,Private
23937,8415000,Private
17255,7500000,Public
462,2500000,Private
3706,6150000,Public
8628,2308000,Private
7542,12200000,Public
4404,3500000,Public
25936,22599999,Private
23746,5600000,Private
26607,2717000,Public
3445,4978000,Public
18567,8364000,Private
8157,19000000,Public
13943,8100000,Public
25579,23000000,Private
11804,10000000,Public
30764,8000000,Private
17041,6600000,Private
10557,27500000,Private
3031,3934000,Public
31040,4267000,Private
20965,6654000,Public
9248,2310000,Public
19962,8510000,Private
17814,6700000,Private
17372,15700000,Private
6419,4010000,Public
14492,4300000,Public
17896,6325000,Public
17067,16500000,Public
8238,4000000,Private
28733,4383000,Private
13589,2650000,Private
4461,14800000,Private
15230,2500000,Private
13477,22500000,Public
26639,4270000,Private
3353,4299000,Private
8511,12700000,Private
19490,18400000,Private
3946,2347000,Private
18930,6600000,Private
14068,2750000,Private
2958,3924000,Private
28290,7800000,Private
23334,7329000,Public
25698,4837000,Private
14097,14500000,Public
491,3800000,Public
4547,7800000,Private
22761,3940000,Private
31475,3011000,Private
13687,16000000,Private
2893,4536000,Private
28812,26000000,Private
15983,2390000,Private
2744,19000000,Public
12715,5500000,Private
23514,6405000,Private
10579,5400000,Private
22709,7000000,Private
28717,4100000,Private
24939,7840000,Private
32598,4090000,Public
12256,7500000,Private
13586,3600000,Private
7155,3200000,Public
11566,40000000,Public
21098,5739000,Public
10676,5300000,Private
29762,3264000,Private
22159,7900000,Public
31964,2787000,Private
19714,6800000,Private
31975,3477000,Public
18917,12000000,Public
2791,4635000,Private
5198,13000000,Public
14353,19500000,Public
9728,25000000,Private
1487,4304000,Public
2476,9606000,Public
24392,7840000,Public
31175,6000000,Public
1377,7600000,Private
31462,42500000,Public
5466,3100000,Public
21965,8800000,Public
15714,20700000,Public
1520,3835000,Private
2231,24800000,Public
5683,29000000,Public
2754,32000000,Public
23142,8209000,Private
18501,8000000,Private
25584,4300000,Private
32870,4099000,Public
29678,23000000,Public
30933,11500000,Public
30456,26900000,Public
13195,3000000,Public
19808,4000000,Private
17554,9000000,Private
15677,11800000,Public
19663,8500000,Private
17204,91800000,Private
15877,6998999,Public
27586,2300000,Private
15691,17700000,Private
30892,12500000,Private
27179,6400000,Private
3619,15000000,Public
31677,3049000,Public
29904,9729000,Private
20972,6237000,Public
29152,5000000,Private
30797,3000000,Public
16687,14800000,Private
9685,16000000,Public
11518,15000000,Private
13744,16000000,Private
5676,14000000,Public
20550,5351000,Public
1888,9400000,Public
13130,6500000,Private
15288,3650000,Private
278,11500000,Private
27156,6300000,Public
7885,18000000,Private
17678,17000000,Private
29641,13500000,Private
7917,7500000,Public
29485,5600000,Public
9565,2300000,Private
6631,2800000,Private
3448,7678000,Private
18490,5034000,Private
26903,3200000,Public
27909,3550000,Private
8540,17200000,Public
31053,9700000,Private
14446,7500000,Public
27394,15600000,Private
17011,11900000,Public
7753,2000000,Private
4047,3599000,Private
32800,4881000,Public
21802,4100000,Public
8377,3000000,Public
21938,11100000,Public
2406,23300000,Public
22441,6695999,Public
10056,4200000,Private
24120,3500000,Private
14979,7700000,Public
15380,2139000,Public
4902,4549000,Private
8513,17500000,Public
22678,13799999,Public
31939,7300000,Public
11024,16000000,Public
6434,2311000,Private
17469,3200000,Private
19010,14400000,Public
24194,9800000,Private
28457,2900000,Private
8505,16800000,Private
8013,3500000,Public
8373,13000000,Private
9020,2777000,Private
8574,5200000,Private
3455,8084000,Public
22071,16500000,Private
10853,10000000,Private
13710,4043000,Private
7528,4300000,Public
10609,8600000,Public
7536,13000000,Private
21981,6412000,Public
12892,7700000,Public
2029,43200000,Public
19764,8460000,Public
11685,3700000,Private
32663,6669000,Public
22563,11000000,Public
31211,2966000,Public
457,2450000,Private
9251,3010000,Private
23908,15000000,Public
25996,10800000,Private
25197,3859000,Private
17476,4600000,Private
13549,9450000,Public
96,3850000,Private
14186,8500000,Public
25827,25800000,Private
23751,5500000,Private
5601,3600000,Public
7251,4300000,Private
28780,40000000,Private
21276,4272000,Private
7029,3075000,Public
30361,6151000,Public
19297,40000000,Private
9165,2120000,Private
9125,2750000,Public
1398,4800000,Public
2855,8158000,Public
21706,15200000,Public
9289,2350000,Private
3189,4186999,Private
9787,2810000,Public
2678,6000000,Private
23056,6313000,Private
9414,80000000,Public
27548,4745000,Public
25390,5664000,Private
31124,4226000,Private
11238,37500000,Private
7708,9000000,Private
13486,9800000,Public
27738,11299999,Private
22181,8570000,Private
625,65000000,Public
3416,4794000,Private
6280,4000000,Public
20217,10000000,Private
6095,5500000,Public
26232,18400000,Private
28320,4000000,Public
30781,5600000,Public
16908,4099000,Public
16208,18100000,Private
20971,5938000,Private
210,6456999,Public
29585,5525000,Public
26471,3200000,Public
14465,8359999,Public
7665,6900000,Private
15073,2400000,Private
15446,5900000,Private
17887,9900000,Private
28022,2334000,Public
1034,5915000,Private
9061,2180000,Public
23156,9576000,Public
13740,9900000,Public
20206,15500000,Private
4991,2999000,Public
7267,29000000,Public
24446,3347999,Private
